Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng
-0.5684,-0.0294,9.662799999999999,-1.3528,-0.1482,0.4142,114.0,1335.0,-166.0,30.72,1009.3870703125,32.21128508314242,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.1482,0.1482,-0.722,113.0,1333.0,-164.0,30.72,1009.3870703125,32.21128508314242,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,0.4446,0.1862,0.1178,115.0,1330.0,-161.0,30.73,1009.3792578125,32.276531172942555,0.0,0.0
-0.5781999999999999,-0.0196,9.653,-0.0418,0.2318,0.5472,111.0,1335.0,-157.0,30.72,1009.394765625,32.147018084430634,0.0,0.0
-0.5684,-0.0196,9.653,0.5206,0.304,-0.2926,116.0,1334.0,-156.0,30.72,1009.384140625,32.235752318900595,0.0,0.0
-0.5684,-0.0294,9.6726,0.0646,-0.2964,0.7296,111.0,1334.0,-156.0,30.73,1009.3995703125,32.106892189958266,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.4332,-0.2736,-0.1862,113.0,1336.0,-156.0,30.73,1009.3666796875,31.98553676733286,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.1482,-0.0684,-0.2584,116.0,1336.0,-157.0,30.73,1009.386015625,32.220093281394014,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.2052,-0.0114,-0.7296,112.0,1335.0,-152.0,30.73,1009.3734375,32.32513977563154,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.4218,0.1254,0.4218,112.0,1331.0,-169.0,30.74,1009.3941015625,32.15256395192849,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,-0.3002,-1.254,0.5776,110.0,1334.0,-163.0,30.66,1009.310390625,33.02134426340969,0.0,0.0
-0.5684,-0.0196,9.6726,-0.6118,-0.0532,0.2128,112.0,1333.0,-157.0,30.73,1009.4141015625,31.98553676733286,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.1102,0.1292,-0.1824,117.0,1330.0,-158.0,30.74,1009.3769921875,32.2954526154701,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.2546,0.4712,-0.0076,115.0,1330.0,-154.0,30.74,1009.4018359375,32.087971090123034,0.0,0.0
-0.5684,-0.0294,9.653,0.5206,0.1444,0.1672,116.0,1335.0,-156.0,30.75,1009.39890625,32.112438036081535,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.0076,0.2432,-0.608,115.0,1332.0,-158.0,30.75,1009.3959765625,32.13690503953931,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.0076,0.2432,-0.608,115.0,1332.0,-158.0,30.75,1009.3959765625,32.13690503953931,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.342,-0.361,0.7714,110.0,1335.0,-164.0,30.75,1009.371796875,32.33884157041476,0.0,0.0
-0.5684,-0.0294,9.6726,0.1596,-0.3838,0.0418,113.0,1334.0,-155.0,30.75,1009.4027734375,32.080141679561684,0.0,0.0
-0.5684,-0.0196,9.6726,0.1748,0.228,-0.5206,111.0,1337.0,-157.0,30.75,1009.4192578125,31.94247550577772,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.057,0.4066,0.4674,111.0,1334.0,-163.0,30.75,1009.38921875,32.19334248012977,0.0,0.0
-0.5684,-0.0196,9.653,-0.3724,-0.1748,-0.7676,110.0,1333.0,-159.0,30.75,1009.3862890625,32.21780967372444,0.0,0.0
-0.5684,-0.0294,9.6726,0.0076,0.0342,0.6878,113.0,1332.0,-157.0,30.75,1009.371796875,32.33884157041476,0.0,0.0
-0.5781999999999999,-0.0294,9.653,-0.684,-0.3496,-0.0342,113.0,1335.0,-163.0,30.65,1009.244921875,33.39850165652177,0.0,0.0
-0.5684,-0.0196,9.6726,-0.817,-0.3876,1.0906,110.0,1335.0,-156.0,30.76,1009.397890625,32.120919924100555,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.4484,0.1824,-0.1824,111.0,1333.0,-156.0,30.75,1009.3930859375,32.161045872636905,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.285,-0.228,0.1938,113.0,1334.0,-153.0,30.75,1009.3901953125,32.185186761713,0.0,0.0
-0.5684,-0.0098,9.6726,-1.0906,-0.9956,0.7106,113.0,1332.0,-154.0,30.76,1009.40078125,32.096779184046156,0.0,0.0
-0.5684,-0.0196,9.6726,0.4522,0.2964,-0.114,117.0,1335.0,-154.0,30.75,1009.4105078125,32.015549267080324,0.0,0.0
-0.5684,-0.0294,9.653,-0.304,-0.4256,0.3078,112.0,1334.0,-158.0,30.75,1009.3862890625,32.21780967372444,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.0912,0.1102,-0.0418,112.0,1332.0,-161.0,30.76,1009.3814453125,32.25826222658469,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,0.3268,0.1558,-0.0988,114.0,1334.0,-152.0,30.77,1009.4359765625,31.80285385236645,0.0,0.0
-0.5781999999999999,-0.0196,9.653,0.1368,0.6916,-0.8208,115.0,1329.0,-153.0,30.77,1009.39625,32.134621450114174,0.0,0.0
-0.5781999999999999,-0.0196,9.6824,0.2736,0.3572,-0.2774,115.0,1329.0,-153.0,30.77,1009.4126953125,31.99728077866923,0.0,0.0
-0.5684,-0.0196,9.6726,0.0152,0.247,-0.6954,116.0,1338.0,-156.0,30.77,1009.393359375,32.15876227792103,0.0,0.0
-0.5586,-0.0294,9.662799999999999,-0.3876,0.19,-0.2584,109.0,1336.0,-154.0,30.77,1009.42625,31.884082109855974,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.019,-0.076,0.6916,117.0,1331.0,-151.0,30.77,1009.393359375,32.15876227792103,0.0,0.0
-0.5586,-0.0294,9.662799999999999,0.5966,0.5662,-0.9728,113.0,1331.0,-160.0,30.78,1009.3836328125,32.23999331228132,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,0.2052,0.7258,-1.0298,111.0,1332.0,-157.0,30.78,1009.3671875,32.37733718558372,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,0.095,0.1862,-0.4978,114.0,1333.0,-156.0,30.78,1009.4213671875,31.924859586479602,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.5586,0.817,-0.912,113.0,1332.0,-156.0,30.77,1009.42046875,31.932362659572135,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.323,-0.2014,-0.1634,113.0,1332.0,-156.0,30.78,1009.41171875,32.00543634989024,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.5434,-0.3762,0.9196,112.0,1334.0,-157.0,30.78,1009.425234375,31.89256381183781,0.0,0.0
-0.5781999999999999,-0.0196,9.653,-0.5206,-0.8436,0.0836,116.0,1330.0,-155.0,30.78,1009.395234375,32.1431033562103,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.0266,0.0304,-0.057,112.0,1336.0,-157.0,30.79,1009.410078125,32.01913772392427,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.361,-0.8474,0.8284,115.0,1335.0,-152.0,30.79,1009.410078125,32.01913772392427,0.0,0.0
-0.5684,-0.0294,9.6824,0.6384,0.589,-0.1444,113.0,1336.0,-160.0,30.79,1009.4333203125,31.825036606769302,0.0,0.0
-0.5684,-0.0294,9.6726,0.0646,-0.5548,0.4104,113.0,1336.0,-160.0,30.79,1009.3926953125,32.16430815167427,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.3496,-1.2274,0.2356,112.0,1337.0,-156.0,30.8,1009.4623046875,31.582986166074786,0.0,0.0
-0.5684,-0.0196,9.6726,-0.551,0.513,-0.4712,112.0,1336.0,-155.0,30.81,1009.47359375,31.48871197807161,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.399,-0.0304,0.0722,112.0,1336.0,-155.0,30.81,1009.422578125,31.914746757381565,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.8436,0.1482,0.399,115.0,1333.0,-156.0,30.81,1009.4435546875,31.739568018693436,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.8436,0.1482,0.399,115.0,1333.0,-156.0,30.81,1009.422578125,31.97118299369132,0.0,0.0
-0.5684,-0.0196,9.653,-0.304,0.152,0.2356,112.0,1339.0,-161.0,30.8,1009.4071484375,32.04360450811901,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.1444,-0.5434,0.3724,109.0,1338.0,-156.0,30.8,1009.400390625,32.10004144294425,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.1444,-0.5434,0.3724,109.0,1338.0,-156.0,30.79,1009.3926953125,32.16430815167427,0.0,0.0
-0.5684,-0.0294,9.662799999999999,0.0418,-0.2812,-0.0304,115.0,1337.0,-159.0,30.79,1009.3926953125,32.16430815167427,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.0342,-0.0342,-0.5624,112.0,1335.0,-163.0,30.8,1009.411015625,32.01130836512851,0.0,0.0
-0.5781999999999999,-0.0196,9.653,-0.0342,-0.2394,-0.2508,111.0,1333.0,-157.0,30.8,1009.36359375,32.407350814813135,0.0,0.0
-0.5684,-0.0196,9.6726,0.4636,0.418,0.0836,108.0,1333.0,-155.0,30.79,1009.38296875,32.24553922930543,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.4294,-0.1406,0.7372,108.0,1333.0,-157.0,30.79,1009.4055859375,32.05665348320011,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.5244,-1.045,0.2508,113.0,1333.0,-156.0,30.8,1009.420703125,31.93040533563714,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.4978,-0.627,0.8854,114.0,1337.0,-156.0,30.79,1009.3694140625,32.35874182828219,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,0.38,-0.4522,0.4028,112.0,1337.0,-158.0,30.8,1009.380078125,32.26968031430132,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.209,-0.1672,-0.1368,113.0,1330.0,-161.0,30.8,1009.3974609375,32.12450841726604,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.1596,0.2204,0.646,114.0,1332.0,-160.0,30.81,1009.402265625,32.1408197654268,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.0418,-0.6422,0.2812,115.0,1338.0,-161.0,30.8,1009.3878125,32.20508672587792,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.2584,0.5966,-0.0342,112.0,1332.0,-157.0,30.81,1009.392265625,32.167896659796554,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.2014,0.3268,0.0342,110.0,1333.0,-156.0,30.81,1009.386484375,32.21617852569628,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.6878,-0.133,-0.4066,115.0,1335.0,-157.0,30.81,1009.4203515625,31.933341321682363,0.0,0.0
-0.5684,-0.0196,9.6726,-0.7828,-0.6422,-0.1178,115.0,1335.0,-157.0,30.81,1009.4096875,32.02239995849481,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.038,-0.1368,-0.019,112.0,1332.0,-155.0,30.82,1009.42484375,31.895826006745022,0.0,0.0
-0.5781999999999999,-0.0392,9.6726,-0.1976,-0.076,0.5586,114.0,1335.0,-160.0,30.81,1009.4029296875,32.07883677837073,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.2356,0.114,-0.7372,114.0,1340.0,-154.0,30.81,1009.386484375,32.21617852569628,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.0874,-0.0076,0.2926,115.0,1330.0,-157.0,30.82,1009.4044921875,32.06578777548741,0.0,0.0
-0.5684,-0.0294,9.662799999999999,0.4826,0.3154,-0.7828,110.0,1332.0,-159.0,30.8,1009.37328125,32.32644470769089,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.6004,-0.285,0.7144,112.0,1335.0,-155.0,30.82,1009.3903125,32.18420807592979,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.2166,-0.0114,-0.4712,114.0,1334.0,-155.0,30.82,1009.4076953125,32.039037370703845,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.0418,-0.0418,-0.3116,112.0,1335.0,-155.0,30.81,1009.389375,32.19203756475471,0.0,0.0
-0.5684,-0.0294,9.6726,0.2204,1.3604,-0.5548,111.0,1330.0,-156.0,30.81,1009.3729296875,32.3293808054224,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,-0.5738,-0.7638,-0.019,116.0,1334.0,-155.0,30.82,1009.3903125,32.18420807592979,0.0,0.0
-0.5684,-0.0294,9.662799999999999,0.2926,0.1216,-0.665,113.0,1333.0,-155.0,30.81,1009.3555078125,32.47488179692375,0.0,0.0
-0.5684,-0.0294,9.6726,-0.3838,-0.2812,-0.038,113.0,1331.0,-153.0,30.82,1009.363203125,32.410613171026405,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.1292,-0.2166,-0.3344,113.0,1331.0,-153.0,30.81,1009.386484375,32.21617852569628,0.0,0.0
-0.5684,-0.0294,9.662799999999999,0.0798,0.4142,-0.5434,112.0,1332.0,-164.0,30.82,1009.37,32.353848318720495,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.114,-0.1862,0.6764,108.0,1335.0,-154.0,30.82,1009.4106640625,32.014244373985434,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.4332,0.6384,0.3268,115.0,1334.0,-158.0,30.82,1009.3603125,32.43475463880118,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.0836,-0.3078,-0.8664,114.0,1337.0,-156.0,30.82,1009.3841796875,32.235426088713226,0.0,0.0
-0.5684,-0.0294,9.6726,-0.513,0.152,-0.5852,114.0,1334.0,-156.0,30.82,1009.3638671875,32.40506716606774,0.0,0.0
-0.5781999999999999,-0.0294,9.653,-0.2166,0.4712,0.0342,111.0,1334.0,-156.0,30.83,1009.40546875,32.057632156989335,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.152,0.3344,0.0684,110.0,1338.0,-157.0,30.83,1009.3928515625,32.16300323993628,0.0,0.0
-0.5684,-0.0294,9.6726,-0.095,-0.1596,-0.1596,112.0,1328.0,-155.0,30.84,1009.4080078125,32.036427578795134,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.019,0.0114,-0.4066,112.0,1328.0,-155.0,30.84,1009.3847265625,32.23085886714823,0.0,0.0
-0.5684,-0.0196,9.6726,-1.0412,0.0494,-0.703,109.0,1333.0,-156.0,30.84,1009.4215234375,32.26315569121693,0.0,0.0
-0.5684,-0.0196,9.6726,0.3572,-0.2356,-0.0038,116.0,1336.0,-157.0,30.85,1009.405703125,32.05567480950439,0.0,0.0
-0.5684,-0.0196,9.6726,0.3572,-0.2356,-0.0038,116.0,1336.0,-157.0,30.85,1009.4269921875,31.87788394738914,0.0,0.0
-0.5684,-0.0196,9.6726,0.2318,0.323,-0.418,116.0,1337.0,-155.0,30.86,1009.4141015625,31.98553676733286,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.3192,-0.1672,0.798,108.0,1332.0,-156.0,30.86,1009.4141015625,31.98553676733286,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,0.0532,0.0076,-0.9044,115.0,1335.0,-158.0,30.86,1009.4344140625,31.81590252570311,0.0,0.0
-0.5684,-0.0294,9.6726,-0.475,-0.323,-0.2546,114.0,1338.0,-156.0,30.87,1009.47015625,31.517418214821152,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.1596,0.2622,-0.152,116.0,1332.0,-156.0,30.87,1009.44984375,31.68704759315342,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.0874,-0.1596,0.4408,109.0,1333.0,-153.0,30.86,1009.415,31.97803365591568,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,0.779,0.4256,-0.4902,113.0,1335.0,-156.0,30.86,1009.397578125,32.12352973719191,0.0,0.0
-0.5684,-0.0098,9.6726,-0.1596,-0.1064,-0.4256,117.0,1336.0,-159.0,30.86,1009.4141015625,31.98553676733286,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,-0.2242,-0.437,-0.5586,111.0,1336.0,-155.0,30.85,1009.4201953125,31.9346462046338,0.0,0.0
-0.5684,-0.0196,9.6726,-0.095,-0.3382,0.6194,115.0,1336.0,-156.0,30.85,1009.3815625,32.257283533930895,0.0,0.0
-0.5684,-0.0294,9.662799999999999,0.0798,0.4028,-0.8588,117.0,1333.0,-155.0,30.86,1009.3763671875,32.30067232980392,0.0,0.0
-0.5684,-0.0196,9.6726,-0.722,0.1786,-0.0874,108.0,1333.0,-157.0,30.86,1009.401484375,32.37374860527605,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.5852,-0.1292,-0.2584,108.0,1333.0,-157.0,30.86,1009.3946875,32.14767053927347,0.0,0.0
-0.5684,-0.0294,9.653,-0.8246,-0.3268,0.4028,117.0,1335.0,-155.0,30.86,1009.3898828125,32.18779659091281,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.0608,0.247,-0.589,111.0,1331.0,-153.0,30.85,1009.3863671875,32.217157214481674,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.2052,-0.209,0.0418,115.0,1336.0,-155.0,30.87,1009.40921875,32.02631464132798,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.4712,0.0798,-0.5054,111.0,1334.0,-161.0,30.86,1009.415,31.97803365591568,0.0,0.0
-0.5684,-0.0196,9.6726,0.6156,0.1482,-1.0412,113.0,1337.0,-154.0,30.88,1009.4646875,31.56308739095817,0.0,0.0
-0.5684,-0.0196,9.653,0.0532,-0.0912,0.2774,113.0,1337.0,-154.0,30.88,1009.4452734375,31.72521458416126,0.0,0.0
-0.5684,-0.0294,9.662799999999999,0.4066,-0.1102,1.0678,115.0,1332.0,-156.0,30.88,1009.458828125,31.61201887340816,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,-0.3344,-0.1102,-0.4332,111.0,1334.0,-156.0,30.89,1009.419140625,31.943454168837818,0.0,0.0
-0.5684,-0.0196,9.6726,0.019,-0.095,-0.2812,115.0,1335.0,-156.0,30.89,1009.4365234375,31.798286820564304,0.0,0.0
-0.5684,-0.0294,9.6726,0.0152,-0.076,-0.0076,115.0,1335.0,-156.0,30.9,1009.444296875,31.733369942261415,0.0,0.0
-0.5781999999999999,-0.0196,9.653,0.3192,0.3952,-0.2432,116.0,1339.0,-152.0,30.9,1009.461640625,31.588531733132434,0.0,0.0
-0.5781999999999999,-0.0196,9.653,-0.4218,0.3876,0.8284,117.0,1336.0,-158.0,30.9,1009.4171484375,31.960091454891003,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.3116,-0.1254,-0.095,112.0,1335.0,-157.0,30.9,1009.4378125,31.787521682096635,0.0,0.0
-0.5684,-0.0294,9.6726,0.0912,-0.1938,-0.323,113.0,1333.0,-154.0,30.9,1009.455234375,31.64203029642358,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.5928,0.2584,0.6042,114.0,1338.0,-157.0,30.9,1009.4513671875,31.674325293912258,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.4636,0.0228,-0.0418,112.0,1335.0,-151.0,30.91,1009.4591015625,31.609735399109532,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.2318,0.2508,-0.0152,113.0,1333.0,-151.0,30.91,1009.45328125,31.65834088869261,0.0,0.0
-0.5684,-0.0196,9.6726,0.1824,0.2888,-0.5624,113.0,1333.0,-151.0,30.91,1009.469765625,31.52068029219027,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.342,0.038,-0.6004,113.0,1336.0,-153.0,30.92,1009.4783984375,31.448588620698583,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,0.5814,-0.7486,0.8588,113.0,1333.0,-156.0,30.91,1009.47359375,31.48871197807161,0.0,0.0
-0.5684,-0.0196,9.6726,0.1672,-0.1026,0.9348,111.0,1334.0,-158.0,30.92,1009.461015625,31.59375109305558,0.0,0.0
-0.5684,-0.0294,9.6726,-0.3648,0.6536,-0.3458,111.0,1335.0,-155.0,30.92,1009.44453125,31.731412655735642,0.0,0.0
-0.5684,-0.0294,9.6726,-1.0716,-1.0526,0.988,116.0,1334.0,-154.0,30.92,1009.46484375,31.56178255457509,0.0,0.0
-0.5684,-0.0098,9.6726,-0.0646,-0.3154,-0.038,113.0,1334.0,-157.0,30.93,1009.4490234375,31.69389806841533,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,0.5966,0.3648,-0.3876,110.0,1337.0,-153.0,30.93,1009.482890625,31.411075052458475,0.0,0.0
-0.5781999999999999,-0.0196,9.662799999999999,-0.0266,-0.0836,0.494,112.0,1335.0,-156.0,30.93,1009.4528515625,31.661929222422263,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.703,-0.1406,0.3192,115.0,1330.0,-155.0,30.93,1009.4596875,31.604842241591218,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.2736,-0.513,0.0304,113.0,1337.0,-155.0,30.93,1009.44609375,31.71836408829253,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,-0.1216,-0.1178,0.3116,116.0,1335.0,-154.0,30.93,1009.4767578125,31.462289261928206,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.1596,-0.1938,-0.2242,113.0,1337.0,-159.0,30.94,1009.4776953125,31.454460321878525,0.0,0.0
-0.5684,-0.0294,9.6726,-0.0418,0.2356,-0.5168,114.0,1332.0,-156.0,30.92,1009.458046875,31.618543088441147,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.475,-0.323,0.589,116.0,1338.0,-153.0,30.94,1009.488359375,31.36540654312204,0.0,0.0
-0.5684,-0.0196,9.653,-0.4066,1.1286,-0.0874,116.0,1338.0,-153.0,30.94,1009.455390625,31.640725450143123,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,0.0646,0.1102,0.1368,115.0,1333.0,-155.0,30.94,1009.42734375,31.874947976984824,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,0.1368,0.1178,0.19,114.0,1332.0,-151.0,30.94,1009.4380078125,31.78589060147989,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.2394,0.304,-0.133,118.0,1337.0,-151.0,30.94,1009.4757421875,31.470770620297387,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.0988,0.6232,-0.171,115.0,1334.0,-155.0,30.94,1009.455390625,31.640725450143123,0.0,0.0
-0.5684,-0.0196,9.6726,0.3648,-0.1672,-0.741,112.0,1335.0,-155.0,30.95,1009.4357421875,31.80481115232824,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,0.0646,-0.0532,-0.494,111.0,1332.0,-165.0,30.94,1009.4312109375,31.84265235717223,0.0,0.0
-0.5684,-0.0196,9.6726,-1.235,-0.2546,-0.0152,116.0,1335.0,-158.0,30.94,1009.4476953125,31.704989323636898,0.0,0.0
-0.5684,-0.0196,9.6726,-0.5548,-0.2812,0.4522,116.0,1335.0,-158.0,30.95,1009.4592578125,31.83482313108792,0.0,0.0
-0.5684,-0.0392,9.6726,0.1102,-0.5624,1.0336,116.0,1331.0,-155.0,30.95,1009.459921875,31.602884979225674,0.0,0.0
-0.5684,-0.0196,9.6726,-0.4104,-0.1102,0.095,111.0,1336.0,-158.0,30.95,1009.4457421875,31.721300014540084,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.0456,0.1444,0.1406,116.0,1332.0,-157.0,30.95,1009.483125,31.40911782651783,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.5966,0.0342,-0.0228,118.0,1336.0,-154.0,30.95,1009.47734375,31.457396173706282,0.0,0.0
-0.5684,-0.0196,9.662799999999999,0.7562,0.8398,-0.5928,114.0,1336.0,-150.0,30.95,1009.4569921875,31.627350785224092,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.152,0.3534,-0.2926,111.0,1334.0,-156.0,30.96,1009.46734375,31.540905194671797,0.0,0.0
-0.5684,-0.0294,9.6824,-0.9044,-0.285,1.102,110.0,1335.0,-163.0,30.96,1009.484765625,31.39541725525886,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,0.0304,0.2432,0.285,115.0,1336.0,-156.0,30.96,1009.484765625,31.735327229156308,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.3838,-0.4674,-0.3078,116.0,1337.0,-157.0,30.97,1009.47984375,31.436519023124355,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,-0.3306,0.9538,0.3838,113.0,1339.0,-158.0,30.96,1009.4924609375,31.33115529257861,0.0,0.0
-0.5684,-0.0294,9.6726,0.5092,0.627,-0.7942,110.0,1335.0,-156.0,30.97,1009.47984375,31.436519023124355,0.0,0.0
-0.5684,-0.0294,9.6726,-0.0646,-0.8284,0.8588,111.0,1333.0,-157.0,30.97,1009.5001953125,31.26656752671063,0.0,0.0
-0.5684,-0.0294,9.6726,-0.874,-0.0304,0.4104,111.0,1333.0,-158.0,30.97,1009.5076171875,31.204589744256463,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.1862,-0.171,-0.8474,115.0,1338.0,-153.0,30.97,1009.4834375,31.40650819250941,0.0,0.0
-0.5684,-0.0196,9.653,-0.1444,-0.3458,-0.3876,113.0,1331.0,-154.0,30.97,1009.476640625,31.463267879852136,0.0,0.0
-0.5781999999999999,-0.0294,9.662799999999999,-0.323,0.1064,0.0456,116.0,1336.0,-159.0,30.97,1009.473046875,31.436519023124355,0.0,0.0
-0.5781999999999999,-0.0294,9.653,0.114,0.1254,0.095,116.0,1335.0,-159.0,30.97,1009.47984375,31.436519023124355,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.1406,-0.0152,0.1938,116.0,1336.0,-155.0,30.97,1009.466953125,31.54416727939381,0.0,0.0
-0.5781999999999999,-0.0196,9.6726,-0.798,0.3952,0.4522,113.0,1333.0,-154.0,30.98,1009.488203125,31.366711354892107,0.0,0.0
-0.5684,-0.0294,9.6726,-0.0152,-0.2014,0.2508,113.0,1333.0,-154.0,30.97,1009.4940234375,31.487733357760693,0.0,0.0
-0.5684,-0.0196,9.6726,0.0,0.3914,0.2394,115.0,1331.0,-151.0,30.98,1009.512421875,31.164467481825472,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.0114,-0.076,-0.0456,115.0,1332.0,-151.0,30.98,1009.47171875,31.504369915576728,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.1824,-0.3382,-0.1976,115.0,1333.0,-155.0,30.98,1009.5026953125,31.245690758779634,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.1444,-0.0646,-0.7828,108.0,1333.0,-155.0,30.99,1009.5101171875,31.18371310060618,0.0,0.0
-0.5684,-0.0294,9.6726,0.3002,0.3078,-0.456,113.0,1334.0,-161.0,30.99,1009.516875,31.127281132752316,0.0,0.0
-0.5684,-0.0196,9.662799999999999,-0.931,-0.7182,0.8132,112.0,1335.0,-156.0,30.99,1009.5033203125,31.240471573337715,0.0,0.0
-0.5684,-0.0294,9.662799999999999,-0.1102,-0.3648,-0.4522,112.0,1332.0,-155.0,30.99,1009.499453125,31.61201887340816,0.0,0.0
-0.5781999999999999,-0.0294,9.653,-0.7448,-0.627,-0.475,113.0,1333.0,-155.0,30.99,1009.513046875,31.159248337100106,0.0,0.0
-0.5781999999999999,-0.0294,9.6726,-0.1368,-0.0798,-0.1292,112.0,1336.0,-156.0,30.99,1009.5107421875,31.17849394623444,0.0,0.0
