MilliTime,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709369291925,2.0,-10.241,-0.34299999999999997,0.3626,-32.2848,29.1536,-39.311,307.0,-222.0,125.0,32.1,1005.16,68.07455718477209,0.0,0.0,15414056.188277926,-112.15448825198827,-73.95925601185787,180
1709369292131,2.0,-10.417399999999999,0.3038,-1.0584,13.452,0.9576,15.2304,309.0,-222.0,126.0,32.1,1005.07,68.15835835017212,0.0,0.0,15414056.188277926,-112.18401334526997,-73.95925601185787,180
1709369292287,2.0,-10.2704,-0.48019999999999996,-0.9212,33.2082,1.8924,11.2746,307.0,-221.0,123.0,32.1,1005.1,68.07455718477209,0.0,0.0,15414056.188277926,-111.83358004979483,-73.95925601185787,180
1709369292439,2.0,-9.947,-0.8623999999999999,-2.1952,-52.9796,0.1406,-17.7878,307.0,-221.0,118.0,32.1,1005.18,68.15835835017212,0.0,0.0,15414056.188277926,-111.02500376093742,-73.95925601185787,180
1709369292593,2.0,-10.280199999999999,-0.2744,-1.7933999999999999,-87.1796,7.391,-8.6526,308.0,-219.0,128.0,32.1,1005.1,68.82879197828915,0.0,0.0,15414056.188277926,-112.56700907787462,-73.95925601185787,180
1709369292752,2.0,-10.682,0.049,-1.8718,-70.0872,37.012,41.496,301.0,-218.0,146.0,32.1,1005.12,67.90695687925253,0.0,0.0,15414056.188277926,-115.8756967205768,-73.95925601185787,180
1709369292931,2.0,-10.211599999999999,0.588,-1.8521999999999998,-94.8898,14.459,5.0692,277.0,-222.0,168.0,32.1,1005.16,67.32037707407058,0.0,0.0,15414056.188277926,-121.23673594651027,-73.95925601185787,180
1709369293094,2.0,-10.4664,2.1952,-3.5867999999999998,-85.9256,53.542,42.1724,268.0,-218.0,176.0,32.1,1005.1,67.40417216404244,0.0,0.0,15414056.188277926,-123.29356327084668,-73.95925601185787,180
1709369293239,2.0,-9.065,3.332,-3.0183999999999997,-51.6724,5.7152,-24.054,240.0,-209.0,192.0,32.1,1005.15,67.32037707407058,0.0,0.0,15414056.188277926,-128.65980825409008,-73.95925601185787,180
1709369293413,2.0,-9.9666,3.0282,-3.479,-94.7758,35.2944,-6.365,230.0,-205.0,198.0,32.2,1005.12,67.40417216404244,0.0,0.0,15414056.188277926,-130.72415888737106,-73.95925601185787,180
1709369293557,2.0,-10.2018,3.4594,-2.058,115.2958,-41.7126,25.6538,223.0,-202.0,199.0,32.2,1005.1,68.66117952026941,0.0,0.0,15414056.188277926,-131.74497861160424,-73.95925601185787,180
1709369293745,2.0,-9.6824,1.7835999999999999,-3.1066,124.5146,-62.8558,-62.5822,267.0,-213.0,181.0,32.2,1005.13,67.90695687925253,0.0,0.0,15414056.188277926,-124.13344819866742,-73.95925601185787,180
1709369293924,2.0,-10.5448,0.6566,-1.96,103.6906,-15.8156,-11.2632,302.0,-214.0,155.0,32.1,1005.16,67.82315773910842,0.0,0.0,15414056.188277926,-117.16893689920677,-73.95925601185787,180
1709369294091,2.0,-10.3096,-0.6958,-1.5777999999999999,102.4214,-49.9966,47.3594,311.0,-210.0,143.0,32.1,1005.15,67.65556148398754,0.0,0.0,15414056.188277926,-114.69330621178923,-73.95925601185787,180
1709369294264,2.0,-9.555,-0.25479999999999997,0.6174,124.4158,-18.487,-31.927599999999998,315.0,-217.0,104.0,32.1,1005.16,68.4097658970662,38.260945,140.85413,51.597448685181256,-108.27109098695564,-44.898430555247195,180
1709369294420,2.0,-10.584,-0.0588,0.7448,59.7968,2.508,18.2324,309.0,-214.0,81.0,32.1,1005.15,67.57176436898615,38.260945,140.85413,51.597448685181256,-104.68878677331838,-44.898430555247195,180
1709369294547,2.0,-10.0548,-0.4704,0.0784,43.1148,-2.3598,0.4066,304.0,-216.0,78.0,32.1,1005.13,68.4097658970662,38.260945,140.85413,51.597448685181256,-104.39046324874091,-44.898430555247195,180
1709369294700,2.0,-9.947,-1.0976,1.0584,41.0894,16.8188,-56.4148,302.0,-216.0,67.0,32.1,1005.12,67.90695687925253,38.260945,140.85413,51.597448685181256,-102.50871802571355,-44.898430555247195,180
1709369294858,2.0,-12.1128,-0.9995999999999999,-0.539,29.8756,-51.5014,116.1812,305.0,-206.0,64.0,32.1,1005.07,68.07455718477209,38.260945,140.85413,51.597448685181256,-101.8507827984002,-44.898430555247195,180
1709369295021,2.0,-9.4374,-0.2254,0.21559999999999999,70.9878,31.3462,-4.978,281.0,-219.0,62.0,32.1,1005.07,67.32037707407058,38.260945,140.85413,51.597448685181256,-102.44242137504305,-44.898430555247195,180
1709369295168,2.0,-10.0548,0.0294,0.9995999999999999,104.4164,-32.9498,-27.664,276.0,-220.0,60.0,32.2,1005.12,67.82315773910842,38.26092166666667,140.85412833333334,53.56816171665777,-102.2647737278924,-43.0474872853832,180
1709369295298,2.0,-10.828999999999999,-0.0098,0.2842,120.0876,5.2668,13.8396,250.0,-216.0,47.0,32.1,1005.13,67.57176436898615,38.26092166666667,140.85412833333334,53.56816171665777,-100.64732771037781,-43.0474872853832,180
1709369295449,2.0,-10.9172,0.34299999999999997,0.12739999999999999,76.9348,-7.8888,-3.3402,236.0,-218.0,48.0,32.1,1005.06,67.40417216404244,38.26092166666667,140.85412833333334,53.56816171665777,-101.49656301758577,-43.0474872853832,180
1709369295624,2.0,-11.171999999999999,-0.3626,0.9898,86.241,-27.6716,-11.6204,218.0,-215.0,49.0,32.2,1005.12,67.65556148398754,38.26092166666667,140.85412833333334,53.56816171665777,-102.66787486206263,-43.0474872853832,180
1709369295812,2.0,-10.485999999999999,0.48019999999999996,1.6562,55.575,-13.5774,-26.0034,206.0,-216.0,49.0,32.2,1005.06,68.15835835017212,38.26092166666667,140.85412833333334,53.56816171665777,-103.3799631270613,-43.0474872853832,180
1709369295991,2.0,-10.2018,1.0486,1.0486,82.4524,71.1284,35.4502,187.0,-215.0,58.0,32.1,1005.16,67.90695687925253,38.26092166666667,140.85412833333334,53.56816171665777,-107.23182175739704,-43.0474872853832,180
1709369296181,2.0,-11.5444,0.3332,1.0388,33.4476,-51.927,-76.8284,169.0,-213.0,69.0,32.1,1005.07,67.90695687925253,38.26092166666667,140.85412833333334,53.56816171665777,-112.20940915821497,-43.0474872853832,180
1709369296379,2.0,-10.192,0.6174,1.2249999999999999,50.7034,21.0406,-15.2152,181.0,-218.0,72.0,32.1,1005.12,68.57737430403762,38.260911666666665,140.85412833333334,54.38698162264488,-111.69217076358896,-42.24695114289252,180
1709369296558,2.0,-9.594199999999999,0.098,1.5974,57.798,18.3502,28.6254,171.0,-220.0,84.0,32.1,1005.09,67.57176436898615,38.260911666666665,140.85412833333334,54.38698162264488,-116.16156644201924,-42.24695114289252,180
1709369296740,2.0,-10.211599999999999,1.7247999999999999,1.6856,4.256,25.84,30.7306,159.0,-218.0,95.0,32.0,1005.24,67.82315773910842,38.260911666666665,140.85412833333334,54.38698162264488,-120.85765335796731,-42.24695114289252,180
1709369296888,2.0,-10.7212,1.2348,0.9408,78.9374,10.6742,-64.885,160.0,-224.0,109.0,32.0,1005.12,67.65556148398754,38.260911666666665,140.85412833333334,54.38698162264488,-124.26464777191767,-42.24695114289252,180
1709369297061,2.0,-10.5448,0.1764,-0.7545999999999999,106.666,-14.991,89.2696,163.0,-227.0,129.0,32.0,1005.13,67.65556148398754,38.260911666666665,140.85412833333334,54.38698162264488,-128.35848086198845,-42.24695114289252,180
1709369297194,2.0,-10.241,1.617,0.539,122.9224,-17.0202,20.1818,152.0,-217.0,137.0,32.0,1005.09,67.90695687925253,38.26090833333333,140.85412833333334,54.662233765331955,-132.0288367380494,-41.985454309288215,180
1709369297330,2.0,-9.9666,2.499,-0.0392,102.5088,-21.3294,37.1944,156.0,-212.0,151.0,32.0,1005.01,68.32596270630687,38.26090833333333,140.85412833333334,54.662233765331955,-134.06692647678153,-41.985454309288215,180
1709369297515,2.0,-10.4958,2.9596,-0.1764,70.5774,-11.4912,-11.0162,169.0,-215.0,175.0,32.0,1005.12,67.65556148398754,38.26090833333333,140.85412833333334,54.662233765331955,-135.99924367025727,-41.985454309288215,180
1709369297670,2.0,-10.3782,2.4598,-1.0388,95.4218,-5.8482,34.4584,186.0,-215.0,185.0,32.0,1005.12,68.07455718477209,38.26090833333333,140.85412833333334,54.662233765331955,-134.8455643106277,-41.985454309288215,180
1709369297828,2.0,-9.849,2.401,-1.7444,48.6286,-0.798,39.4022,188.0,-214.0,188.0,32.0,1005.07,68.07455718477209,38.26090833333333,140.85412833333334,54.662233765331955,-135.0,-41.985454309288215,180
1709369298014,2.0,-10.3586,3.8415999999999997,-2.0383999999999998,58.6454,-2.7816,-32.5736,211.0,-215.0,190.0,31.9,1005.13,68.15835835017212,38.26090833333333,140.85412833333334,54.662233765331955,-132.00221139063453,-41.985454309288215,180
1709369298204,2.0,-10.1528,1.96,-1.0976,39.9114,-6.5132,27.2612,218.0,-221.0,184.0,31.9,1005.15,67.90695687925253,38.26090833333333,140.85412833333334,54.662233765331955,-130.16559369373672,-41.985454309288215,180
1709369298432,2.0,-10.280199999999999,3.0282,-1.4307999999999998,-3.7886,2.4168,-16.7238,217.0,-217.0,181.0,31.9,1005.18,68.07455718477209,38.26090833333333,140.85412833333334,54.662233765331955,-129.83153202366168,-41.985454309288215,180
1709369298585,2.0,-10.4076,3.0673999999999997,-0.8623999999999999,27.3258,-1.6416,23.5752,221.0,-223.0,179.0,31.8,1005.18,67.90695687925253,38.26090833333333,140.85412833333334,54.662233765331955,-129.00590705089152,-41.985454309288215,180
1709369298753,2.0,-9.212,3.5476,-1.1368,11.3924,6.08,-24.6886,226.0,-220.0,182.0,31.8,1005.15,67.65556148398754,38.26090833333333,140.85412833333334,54.662233765331955,-128.844831656726,-41.985454309288215,180
