MilliTime,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709089679508,2.0,9.5354,1.2446,-0.3332,-0.1824,0.1064,0.0228,285.0,-14.0,145.0,24.3,1016.31,-25.278720982886867,0.0,0.0,14469824.89267613,-63.03428556712985,-76.48639454614803,180
1709089679629,2.0,9.5158,1.2446,-0.3038,-0.228,-0.456,0.0646,283.0,-12.0,146.0,24.4,1016.41,-25.19566772555866,0.0,0.0,14469824.89267613,-62.710742988756145,-76.48639454614803,180
1709089679721,2.0,9.5648,1.2544,-0.3136,0.0152,-0.133,-0.095,288.0,-14.0,147.0,24.4,1016.29,-25.44482551244777,0.0,0.0,14469824.89267613,-62.95947609047414,-76.48639454614803,180
1709089679774,2.0,9.5648,1.2544,-0.3136,-0.3724,-0.1558,-0.247,286.0,-15.0,148.0,24.4,1016.29,-26.19226314364006,0.0,0.0,14469824.89267613,-62.639225270182735,-76.48639454614803,180
1709089679843,2.0,9.555,1.2249999999999999,-0.294,0.152,-0.1444,0.3192,286.0,-15.0,148.0,24.4,1016.4,-25.02955922572798,0.0,0.0,14469824.89267613,-62.639225270182735,-76.48639454614803,180
1709089679930,2.0,9.525599999999999,1.2446,-0.2744,-0.2128,-2.7284,-0.0418,284.0,-14.0,147.0,24.4,1016.34,-25.44482551244777,0.0,0.0,14469824.89267613,-62.633661492814994,-76.48639454614803,180
1709089679986,2.0,9.5648,1.2642,-0.3528,0.0494,1.4858,0.1406,283.0,-18.0,149.0,24.4,1016.37,-25.943123221173487,0.0,0.0,14469824.89267613,-62.233115758469886,-76.48639454614803,180
1709089680105,2.0,9.4962,1.2446,-0.3038,-0.5548,-2.8234,0.0646,285.0,-13.0,148.0,24.4,1016.34,-25.44482551244777,0.0,0.0,14469824.89267613,-62.5572269954944,-76.48639454614803,180
1709089680175,2.0,9.5354,1.2446,-0.3038,-0.2166,-0.76,0.1862,285.0,-12.0,147.0,24.4,1016.38,-25.943123221173487,0.0,0.0,14469824.89267613,-62.71579270637694,-76.48639454614803,180
1709089680251,2.0,9.5452,1.2642,-0.34299999999999997,-0.0152,1.8886,0.3192,285.0,-12.0,147.0,24.4,1016.35,-24.946503983215663,0.0,0.0,14469824.89267613,-62.71579270637694,-76.48639454614803,180
1709089680376,2.0,9.4178,1.3328,0.0098,-7.1668,-107.54,1.9266,287.0,-14.0,155.0,24.4,1016.26,-25.943123221173487,0.0,0.0,14469824.89267613,-61.627862485817325,-76.48639454614803,180
1709089680454,2.0,9.8196,1.4896,-2.5185999999999997,0.3952,0.5776,-0.1178,287.0,-14.0,155.0,24.4,1016.3,-26.02617052358919,0.0,0.0,14469824.89267613,-61.627862485817325,-76.48639454614803,180
1709089680510,2.0,9.5844,0.6664,-2.1755999999999998,23.0888,-9.3024,-4.351,283.0,-16.0,159.0,24.4,1016.26,-25.693977344217668,0.0,0.0,14469824.89267613,-60.671091452009456,-76.48639454614803,180
