MilliTime,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709199148226,4.0,1.8424,-1.1368,9.359,-0.1938,0.019,0.0304,135.0,-184.0,-276.0,33.4,1015.49,-18.79857887983712,0.0,0.0,14469841.099452531,143.73266502381475,-76.48623620500258,180
1709199148284,4.0,1.8424,-1.1368,9.359,-0.1634,0.095,0.0988,135.0,-180.0,-277.0,33.4,1015.49,-18.632368403969203,0.0,0.0,14469841.099452531,143.13010235415598,-76.48623620500258,180
1709199148348,5.0,1.8521999999999998,-1.1368,9.359,-0.057,-0.0266,0.0684,135.0,-182.0,-276.0,33.4,1015.51,-18.549262172060214,0.0,0.0,14469841.099452531,143.43351935636846,-76.48623620500258,180
1709199148413,5.0,1.8521999999999998,-1.1368,9.3688,-0.1102,0.0798,0.0722,135.0,-182.0,-276.0,33.4,1015.43,-18.383047720262656,0.0,0.0,14469841.099452531,143.43351935636846,-76.48623620500258,180
1709199148476,5.0,1.8521999999999998,-1.1368,9.3492,-0.3648,0.0836,0.1216,136.0,-181.0,-276.0,33.4,1015.43,-18.549262172060214,0.0,0.0,14469841.099452531,143.07948772110925,-76.48623620500258,180
1709199148546,5.0,1.8521999999999998,-1.1368,9.3492,-0.114,0.0836,0.1064,137.0,-180.0,-275.0,33.4,1015.31,-18.71547397322161,0.0,0.0,14469841.099452531,142.72483392631676,-76.48623620500258,180
1709199148610,5.0,1.8521999999999998,-1.1466,9.359,-0.076,0.057,0.1368,137.0,-180.0,-275.0,33.4,1015.51,-19.21409347379437,0.0,0.0,14469841.099452531,142.72483392631676,-76.48623620500258,180
1709199148672,5.0,1.8521999999999998,-1.1368,9.3688,-0.1482,0.0114,0.0076,139.0,-182.0,-277.0,33.4,1015.53,-18.383047720262656,0.0,0.0,14469841.099452531,142.62971525536375,-76.48623620500258,180
1709199148734,5.0,1.8521999999999998,-1.1466,9.3492,-0.0836,-0.1444,0.1254,139.0,-183.0,-276.0,33.4,1015.5,-19.29719440484444,0.0,0.0,14469841.099452531,142.78104622298352,-76.48623620500258,180
1709199148794,5.0,1.8521999999999998,-1.1368,9.3492,-0.247,0.2622,0.2204,133.0,-183.0,-276.0,33.4,1015.53,-19.29719440484444,0.0,0.0,14469841.099452531,143.991247277066,-76.48623620500258,180
1709199148855,5.0,1.8326,-1.1368,9.3688,0.0836,0.0,0.1634,133.0,-181.0,-276.0,33.4,1015.48,-19.04788962399025,0.0,0.0,14469841.099452531,143.69130753588485,-76.48623620500258,180
1709199148917,5.0,1.8521999999999998,-1.1368,9.3492,-0.209,-0.114,0.1824,133.0,-181.0,-276.0,33.4,1015.5,-18.133721072410644,0.0,0.0,14469841.099452531,143.69130753588485,-76.48623620500258,180
1709199148978,5.0,1.8424,-1.1368,9.359,-0.0836,0.0836,-0.0228,135.0,-181.0,-275.0,33.4,1015.48,-18.79857887983712,0.0,0.0,14469841.099452531,143.2823494170313,-76.48623620500258,180
1709199149045,5.0,1.8424,-1.1368,9.3688,-0.114,0.0342,0.0532,134.0,-181.0,-278.0,33.4,1015.51,-19.463394279289822,0.0,0.0,14469841.099452531,143.48628822444576,-76.48623620500258,180
